School Name,BoroughCode,Geographical District,Project Description,Construction Award,Project type,Building ID,Building Address,City,Postcode,Borough,Latitude,Longitude,Community Board,Council District,BIN,BBL,Census Tract (2020),Neighborhood Tabulation Area (NTA) (2020),Location 1
J.H.S. 8 - QUEENS,Q,28,ROOFS / DCAS ELECTRIFICATION/HEAT PUMP SYSTEMS / FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY / DCAS FIRE ALARM / DCAS ELECTRICAL UPGRADE / DCAS LIGHTING UPGRADE,56400000,CIP,Q008,108-35 167 STREET,Queens,11373,QUEENS,40.737613,-73.86851,404,25,4437297,4019010040,457,QN0401,"(40.737613, -73.86851)"
P.S./I.S. 173 - MANHATTAN,M,6,FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY / PAVED AREAS- CONCRETE / ROOFS,9926550,CIP,M173,306 FORT WASHINGTON AVENUE,Manhattan,10065,MANHATTAN,40.763736,-73.95815,108,5,1045569,1014610007,116,MN0801,"(40.763736, -73.95815)"
I.S. 391 - BRONX,X,10,LOW VOLTAGE ELECTRICAL SYSTEMS,2289000,CIP,X137,2225 WEBSTER AVENUE,Bronx,10466,BRONX,40.884953,-73.840524,212,12,2066190,2049350001,48402,BX1202,"(40.884953, -73.840524)"
P.S. 243 - BROOKLYN,K,16,IPDVS INSTALLATIONS / IPDVS INSTALLATIONS,398000,CIP,K243,1580 DEAN STREET,Brooklyn,11203,BROOKLYN,40.648423,-73.925948,317,45,3104513,3047390001,946,BK1703,"(40.648423, -73.925948)"
P.S. 446 - BROOKLYN,K,23,COVID VENTILATION,4195000,CIP,K183,76 RIVERDALE AVENUE,Brooklyn,11212,BROOKLYN,40.659966,-73.904901,316,41,3082391,3036060001,918,BK1602,"(40.659966, -73.904901)"
BROOKLYN HS OF THE ARTS - BROOKLYN,K,15,FLOOD ELIMINATION / WINDOWS / EXTERIOR MASONRY / ROOFS / COVID VENTILATION,12095760,CIP,K656,500 PACIFIC STREET,Brooklyn,11223,BROOKLYN,40.589317,-73.98131,313,47,3385667,3071850020,308,BK1301,"(40.589317, -73.98131)"
P.S. 5 - BROOKLYN,K,16,ELECTRIFICATION/CLIMATE CONTROL / ELECTRIFICATION / BOILER REMOVAL / LOW VOLTAGE ELECTRICAL SYSTEM / ELECTRICAL SYSTEMS,16795000,CIP,K005,820 HANCOCK STREET,Brooklyn,11238,BROOKLYN,40.678297,-73.965541,308,35,3028204,3011450026,205,BK0801,"(40.678297, -73.965541)"
J.H.S. 72 - QUEENS,Q,28,LSP DOMESTIC WATER HEATER,157118.72,CIP,Q072,133-25 GUY R BREWER BOULEVARD,Queens,11106,QUEENS,40.760852,-73.941143,401,26,4004331,4003540001,39,QN0105,"(40.760852, -73.941143)"
P.S. 22 - STATEN ISLAND,R,31,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY,9941961.29,CIP,R022,1860 FOREST AVENUE,Staten Island,10314,STATEN IS,40.591702,-74.190648,502,50,5107386,5026340001,29102,SI0204,"(40.591702, -74.190648)"
AVIATION HS - QUEENS,Q,24,TEMPORARY FILTER WORK,279406,CIP,Q610,45-30 36 STREET,Queens,11375,QUEENS,40.711367,-73.856698,406,29,4447233,4038860800,645,QN0602,"(40.711367, -73.856698)"
I.S. 319 - MANHATTAN,M,6,COVID VENTILATION / LOW VOLTAGE ELECTRICAL SYSTEM / COVID CLIMATE CONTROL / EXTERIOR MASONRY / WINDOWS / PARAPETS / ROOFS / SITE WORK / REINFORCING SUPPORT ELEMENTS,33211000,CIP,M090,21 JUMEL PLACE,Manhattan,10002,MANHATTAN,40.719029,-73.975891,103,2,1004062,1003250025,1002,MN0302,"(40.719029, -73.975891)"
FORT GREENE PREPARATORY ACADEMY - BROOKLYN,K,13,IPDVS INSTALLATION / IPDVS INSTALLATION,412000,CIP,K046,100 CLERMONT AVENUE,Brooklyn,11205,BROOKLYN,40.692741,-73.952981,303,33,3049020,3017650015,241,BK0301,"(40.692741, -73.952981)"
ABRAHAM LINCOLN HS - BROOKLYN,K,21,ATHLETIC FIELD BLEACHERS C OF O,385948,CIP,K411,2800 OCEAN PARKWAY,Brooklyn,11203,BROOKLYN,40.648657,-73.922171,317,45,3104598,3047420001,936,BK1703,"(40.648657, -73.922171)"
I.S. 119 - QUEENS,Q,24,LSP REPLACEMENT OF GAS FIRED WATER HEATER,89300,CIP,Q119,74-01 78 AVENUE,Queens,11436,QUEENS,40.678296,-73.79562,412,28,4260828,4120190010,18402,QN1203,"(40.678296, -73.79562)"
P.S. 24 - QUEENS,Q,25,FY24 RESO A AUDITORIUM UPGRADE,376478,CIP,Q024,45-57 UNION STREET,Queens,11356,QUEENS,40.778601,-73.843187,407,19,4099925,4042290014,907,QN0701,"(40.778601, -73.843187)"
THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,M,3,HVAC (BMS) WORK / BACKFLOW PREVENTER & WATER METER.,2590900,CIP,M470,145 WEST 84 STREET,Manhattan,10282,MANHATTAN,40.7177,-74.01399,101,1,1084587,1000160215,31703,MN0101,"(40.7177, -74.01399)"
M.S. 282 - QUEENS,Q,27,SWIMMING POOL / LOW VOLTAGE ELECTRICAL SYSTEMS,15400000,CIP,Q465,8-21 BAY 25 STREET,Queens,11432,QUEENS,40.713218,-73.797237,408,24,4448806,4098580100,452,QN0805,"(40.713218, -73.797237)"
I.S. 34 - STATEN ISLAND,R,31,HEATING PLANT UPGRADE / CLIMATE CONTROL,10446141,CIP,R034,528 ACADEMY AVENUE,Staten Island,10303,STATEN IS,40.63179,-74.156439,501,49,5027641,5012180001,231,SI0107,"(40.63179, -74.156439)"
P.S. 132 - MANHATTAN,M,6,COVID VENTILATION / COVID ELECTRICAL SYSTEM UPGRADE / COVID FIRE ALARM SYSTEM REPLACEMENT,11355000,CIP,M132,185 WADSWORTH AVENUE,Manhattan,10002,MANHATTAN,40.711549,-73.986542,103,1,1003143,1002450007,201,MN0301,"(40.711549, -73.986542)"
P.S. 188 - MANHATTAN,M,1,LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,67450,CIP,M188,442 EAST HOUSTON STREET,Manhattan,10023,MANHATTAN,40.771966,-73.987429,107,6,1030320,1011520029,147,MN0701,"(40.771966, -73.987429)"
BRONX LAB SCHOOL - BRONX,X,11,FY22 RESO A LOCKER ROOM UPGRADE / REINFORCING SUPPORT ELEMENTS / SWIMMING POOL / PATH OF TRAVEL SWIMMING POOL / VENTILATION,27424000,CIP,X425,800 EAST GUN HILL ROAD,Bronx,10458,BRONX,40.860043,-73.888267,206,15,2011810,2030590001,387,BX0603,"(40.860043, -73.888267)"
I.S. 129 - BRONX,X,12,PLAYGROUND UPGRADE / TCU REMOVAL/PLAYGROUND REDEVELOPMENT / PATH OF TRAVEL PLAYGROUND REDEVELOPMENT,3656919,CIP,X129,2055 MAPES AVENUE,Bronx,10457,BRONX,40.854515,-73.896703,205,15,2013307,2031430043,379,BX0502,"(40.854515, -73.896703)"
P.S. 214 - QUEENS,Q,25,LSP RESO A PLAYGROUND UPGRADE,208500,CIP,Q214,31-15 140 STREET,Queens,11435,QUEENS,40.71003,-73.812508,408,24,4208124,4097240173,232,QN0805,"(40.71003, -73.812508)"
P.S. 134 - QUEENS,Q,29,LSP- DOMESTIC HOT WATER HEATER,33744.76,CIP,Q134,203-02 109TH AVENUE,Queens,11412,QUEENS,40.698279,-73.752654,412,27,4236757,4110180021,520,QN1205,"(40.698279, -73.752654)"
THE HIGH SCHOOL FOR CLIMATE JUSTICE,M,2,FIRE ALARM SYSTEM / VENTILATION,7507804,CIP,M645,320 EAST 96 STREET,Manhattan,10010,MANHATTAN,40.738952,-73.985479,105,2,1018014,1008780016,68,MN0602,"(40.738952, -73.985479)"
P.S. 156 - QUEENS,Q,29,FY23 RESO A COMPUTER LAB UPGRADE / PATH OF TRAVEL RESO A COMPUTER LAB UPGRADE,464995,CIP,Q156,229-02 137 AVENUE,Queens,11435,QUEENS,40.688394,-73.800291,412,28,4000000,4119420302,196,QN1202,"(40.688394, -73.800291)"
P.S. 128 - MANHATTAN,M,6,FY23 RESO A IPDVS CAMERA INSTALLATION,288392.04,CIP,M128,560 WEST 169 STREET,Manhattan,10002,MANHATTAN,40.716553,-73.993092,103,1,1082489,1003010003,16,MN0301,"(40.716553, -73.993092)"
HILLCREST HS - QUEENS,Q,28,CONCRETE COURTYARD PLAZA & STAIRS / RETAINING WALLS,2470000,CIP,Q505,160-05 HIGHLAND AVENUE,Queens,11426,QUEENS,40.746088,-73.727535,413,23,4529899,4078700072,1567,QN1302,"(40.746088, -73.727535)"
P.S. 109 - BROOKLYN,K,22,FY22 RESO A LIBRARY UPGRADE,140000,CIP,K395,1001 EAST 45 STREET,Brooklyn,11210,BROOKLYN,40.633237,-73.952929,314,45,3205788,3075530041,772,BK1401,"(40.633237, -73.952929)"
P.S. 66 - BRONX,X,12,FY22 RESO A LIBRARY UPGRADE / PATH OF TRAVEL RESO A LIBRARY UPGRADE,448000,CIP,X066,1001 JENNINGS STREET,Bronx,10457,BRONX,40.844253,-73.907616,204,15,2007387,2027930028,22902,BX0403,"(40.844253, -73.907616)"
SCHOOL OF DIPLOMACY,X,11,AUDITORIUM UPGRADE / PATH OF TRAVEL AUDITORIUM UPGRADE,1950000,CIP,X113,3710 BARNES AVENUE,Bronx,10468,BRONX,40.859752,-73.900161,205,14,2013899,2031720046,23703,BX0503,"(40.859752, -73.900161)"
P.S. 299 - BROOKLYN,K,32,FULL PROGRAM ACCESSIBILITY / PA SYSTEM REPLACEMENT,12777000,CIP,K299,88 WOODBINE STREET,Brooklyn,11224,BROOKLYN,40.5825,-73.973122,313,47,3196292,3072500025,354,BK1302,"(40.5825, -73.973122)"
P.S. 207 - BROOKLYN,K,22,FY24 RESO A SCIENCE LAB UPGRADE / PATH OF TRAVEL RESO A SCIENCE LAB UPGRADE,805800.04,CIP,K207,4011 FILLMORE AVENUE,Brooklyn,11235,BROOKLYN,40.586845,-73.96198,313,48,3196224,3072440001,370,BK1301,"(40.586845, -73.96198)"
HS FOR HEALTH CAREER & SCIENCE - M,M,6,WINDOWS / ROOFS / PARAPETS / EXTERIOR MASONRY,37627000,CIP,M465,549 AUDUBON AVENUE,Manhattan,10003,MANHATTAN,40.732447,-73.983031,106,2,1020419,1009220008,48,MN0602,"(40.732447, -73.983031)"
P.S. 333 - QUEENS,Q,27,SANDY NEW A/C CHILLERS,1278870.32,CIP,Q198,3-65 BEACH 56 STREET,Queens,11417,QUEENS,40.67124,-73.845141,410,32,4245993,4114030001,58,QN1002,"(40.67124, -73.845141)"
P.S. 20 - QUEENS,Q,25,FY23 RESO A IPDVS CAMERA INSTALLATION / FY24 RESO A IPDVS CAMERA INSTALLATION,410000,CIP,Q020,142-30 BARCLAY AVENUE,Queens,11354,QUEENS,40.765162,-73.8288,407,20,4112106,4049560055,88902,QN0707,"(40.765162, -73.8288)"
I.S. 145 - QUEENS,Q,30,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,8497000,CIP,Q145,33-34 80 STREET,Queens,11104,QUEENS,40.745537,-73.923776,402,26,4002387,4001850001,18101,QN0202,"(40.745537, -73.923776)"
"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",X,9,ROOFS / PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION,6260000,CIP,X460,244 EAST 163 STREET,Bronx,10456,BRONX,40.821675,-73.903546,203,17,2004807,2026680001,133,BX0301,"(40.821675, -73.903546)"
P.S. 8 - STATEN ISLAND,R,31,FY18 RESO A PLAYGROUNDS / PATH OF TRAVEL RESO A PLAYGROUNDS,3329000,CIP,R008,112 LINDENWOOD ROAD,Staten Island,10302,STATEN IS,40.636598,-74.132919,501,49,5106979,5010200001,20702,SI0106,"(40.636598, -74.132919)"
K370 SPED - BROOKLYN,K,21,EXTERIOR MASONRY,1970249,CIP,K370,3000 WEST 1 STREET,Brooklyn,11206,BROOKLYN,40.702427,-73.952985,301,33,3061235,3022360009,53101,BK0103,"(40.702427, -73.952985)"
P.S. 98 - QUEENS,Q,26,FY20 RESO A SUPPLEMENTAL COOLING,410000,CIP,Q098,40-20 235 STREET,Queens,11420,QUEENS,40.679584,-73.831547,410,28,4247572,4114750011,96,QN1001,"(40.679584, -73.831547)"
P.S. 24 - BRONX,X,10,EXTERIOR MASONRY / REINFORCING SUPPORT ELEMENTS,4339786,CIP,X024,660 WEST 236 STREET,Bronx,10457,BRONX,40.848057,-73.903522,205,15,2007603,2028040031,23302,BX0502,"(40.848057, -73.903522)"
I.S. 117 - BRONX,X,9,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,7414000,CIP,X117,1865 MORRIS AVENUE,Bronx,10456,BRONX,40.822474,-73.907194,203,17,2004496,2026310048,18502,BX0301,"(40.822474, -73.907194)"
P.S. 138 - BROOKLYN,K,17,RPZ VALVES,7216,CIP,K138,760 PROSPECT PLACE,Brooklyn,11206,BROOKLYN,40.701621,-73.93241,304,34,3071915,3031530011,425,BK0401,"(40.701621, -73.93241)"
P.S. 62 - QUEENS,Q,27,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS,10546400,CIP,Q062,97-25 108 STREET,Queens,11362,QUEENS,40.762708,-73.733694,411,19,4170797,4082210012,150701,QN1103,"(40.762708, -73.733694)"
JILL CHAIFETZ TRANSFER HIGH SCHOOL - BRONX,X,7,SCIENCE LAB UPGRADE / PATH OF TRAVEL SCIENCE LAB UPGRADE,1980000,CIP,X184,778 FOREST AVENUE,Bronx,10453,BRONX,40.851815,-73.91118,205,14,2098721,2028620014,217,BX0501,"(40.851815, -73.91118)"
P.S. 174 - QUEENS,Q,28,EXISTING BUILDING-PA/CLOCK SYSTEMS / EXISTING BUILDING-FIRE ALARM SYSTEM / EXISTING BUILDING- INTERIOR RENOVATIONS / EXISTING BUILDING-AUDITORIUM / EXISTING BUILDING-GYMNASIUM / ELECTRICAL SERVICE UPGRADE / ELECTRIFICATION/HEAT PUMP SYSTEMS / PARAPETS /,25210000,CIP,Q174,65-30 DIETERLE CRESCENT,Queens,11413,QUEENS,40.656126,-73.753207,413,31,4291453,4137180001,694,QN1306,"(40.656126, -73.753207)"
P.S. 70 - BRONX,X,9,WALK-IN REFRIGERATORS AND FREEZERS,484000,CIP,X070,1691 WEEKS AVENUE,Bronx,10474,BRONX,40.815455,-73.88577,202,17,2006566,2027630279,11701,BX0201,"(40.815455, -73.88577)"
P.S. 41 - MANHATTAN,M,2,IPDVS INSTALLATIONS / IPDVS INSTALLATIONS,450000,CIP,M041,116 WEST 11 STREET,Manhattan,10027,MANHATTAN,40.815256,-73.955325,109,7,1059723,1019840033,219,MN0902,"(40.815256, -73.955325)"
3K CENTER @ 129 VAN BRUNT STREET - BROOKLYN,K,15,Lease,14157000,CAP,K447,129 VAN BRUNT STREET,Brooklyn,11204,BROOKLYN,40.616479,-73.978093,312,44,3329154,3065490001,446,BK1204,"(40.616479, -73.978093)"
CROTONA INTERNATIONAL HIGH SCHOOL - BRONX,X,10,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE / FY23 RESO A PLAYGROUND UPGRADE,2798000,CIP,X660,2474 CROTONA AVENUE,Bronx,10457,BRONX,40.851045,-73.893292,206,15,2011852,2030620006,37504,BX0602,"(40.851045, -73.893292)"
I.S. 171 - BROOKLYN,K,19,LL 26-EXIT SIGNS,31870,CIP,K171,528 RIDGEWOOD AVENUE,Brooklyn,11207,BROOKLYN,40.665798,-73.897723,305,42,3084617,3038020015,1130,BK0503,"(40.665798, -73.897723)"
P.S. 107 - BRONX,X,8,IPDVS INSTALLATIONS / IPDVS INSTALLATIONS,308000,CIP,X107,1695 SEWARD AVENUE,Bronx,10466,BRONX,40.884343,-73.840254,212,12,2065992,2049160001,48401,BX1202,"(40.884343, -73.840254)"
P.S. 1 - MANHATTAN,M,2,FLOOD ELIMINATION / WINDOWS / EXTERIOR MASONRY / ROOF,24910000,CIP,M001,8 HENRY STREET,Manhattan,10014,MANHATTAN,40.732593,-74.006466,102,3,1009872,1005850041,73,MN0203,"(40.732593, -74.006466)"
P.S. 13 ANNEX - STATEN ISLAND,R,31,New,66875000,CAP,R122,1 VIRGINIA AVENUE,Staten Is,10472,BRONX,40.830647,-73.877736,209,17,2000000,2037750025,54,BX0901,"(40.830647, -73.877736)"
BROOKLYN COMMUNITY HIGH SCHOOL FOR EXCELLENCE AND,K,18,C OF O / LOW-VOLTAGE ELECTRICAL SYSTEMS / ELECTRICAL SYSTEMS,5916000,CIP,K515,6565 FLATLANDS AVENUE,Brooklyn,11223,BROOKLYN,40.589268,-73.981738,313,47,3194998,3071850020,308,BK1301,"(40.589268, -73.981738)"
P.S. 154 - BROOKLYN,K,15,ROOFS,1360000,CIP,K154,1625 11 AVENUE,Brooklyn,11205,BROOKLYN,40.695417,-73.959571,303,33,3054671,3018970013,1237,BK0301,"(40.695417, -73.959571)"
P.S. 35 - QUEENS,Q,29,EXTERIOR MASONRY / ROOFS / PARAPETS / WINDOWS,10949000,CIP,Q035,191-02 90TH AVENUE,Queens,11433,QUEENS,40.694125,-73.790675,412,28,4263341,4121510001,260,QN1202,"(40.694125, -73.790675)"
P.S. 112 - BROOKLYN,K,20,WATER INFILTRATION / PARAPETS / WINDOWS / EXTERIOR MASONRY / ROOFS,9953000,CIP,K112,7115 15 AVENUE,Brooklyn,11206,BROOKLYN,40.700609,-73.93834,304,34,3071806,3031370026,389,BK0401,"(40.700609, -73.93834)"
P.S. 4 - STATEN ISLAND,R,31,COVID VENTILATION,428884,CIP,R004,200 NEDRA LANE,Staten Island,10307,STATEN IS,40.510735,-74.231109,503,51,5131697,5077600001,24401,SI0305,"(40.510735, -74.231109)"
P.S. 56 - QUEENS,Q,27,LOW VOLTAGE ELECTRICAL SYSTEM,890000,CIP,Q056,86-10 114 STREET,Queens,11419,QUEENS,40.688577,-73.836162,409,29,4197909,4094100001,110,QN0903,"(40.688577, -73.836162)"
P.S. 307 - QUEENS,Q,24,ROOFS / EXTERIOR MASONRY,2399000,CIP,Q260,40-20 100TH STREET,Queens,11418,QUEENS,40.693606,-73.844631,409,29,4539360,4092880101,28,QN0902,"(40.693606, -73.844631)"
P.S. 361 - MANHATTAN,M,1,WATER INFILTRATION IN ELECTRICAL ROOM,2262193,CIP,M061,610 EAST 12 STREET,Manhattan,10029,MANHATTAN,40.791179,-73.947776,111,8,1081340,1016320011,166,MN1101,"(40.791179, -73.947776)"
P.S. 197 - MANHATTAN,M,5,FULL PROGRAM ACCESSIBILITY / LOW VOLTAGE ELECTRICAL SYSTEMS,21043000,CIP,M197,2230 5TH AVENUE,Manhattan,10035,MANHATTAN,40.797467,-73.930868,111,8,1084005,1018160001,192,MN1102,"(40.797467, -73.930868)"
P.S. 196 - BRONX,X,12,(PHASE II) EXISTING SCHOOL RENOVATION WORK,5056386.84,CIP,X077,1260 WARD AVENUE,Bronx,10471,BRONX,40.903553,-73.905229,208,11,2084806,2058501550,337,BX0803,"(40.903553, -73.905229)"
YOUNG W. LEADERSHIP SCL ASTORIA- Q,Q,30,CHAPEL ROOM CONVERSION,2842800.5,CIP,Q739,23-15 NEWTOWN AVENUE,Queens,11412,QUEENS,40.699646,-73.752519,412,27,4236757,4110180021,520,QN1205,"(40.699646, -73.752519)"
ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL - K,K,19,PERM FIX- EXTERIOR MASONRY @ K065,3375325,CIP,K065,158 RICHMOND STREET,Brooklyn,11220,BROOKLYN,40.632379,-74.009223,310,38,3387646,3057350032,120,BK1002,"(40.632379, -74.009223)"
MIDWOOD HS - BROOKLYN,K,22,PARAPETS / FLOOD ELIMINATION / EXTERIOR MASONRY / WINDOWS,19570000,CIP,K405,2839 BEDFORD AVENUE,Brooklyn,11203,BROOKLYN,40.648657,-73.922171,317,45,3104598,3047420001,936,BK1703,"(40.648657, -73.922171)"
M811 SPED - MANHATTAN,M,3,ROOFS / WINDOWS / EXTERIOR MASONRY / PARAPETS,10445000,CIP,M149,34 WEST 118 STREET,Manhattan,10035,MANHATTAN,40.797302,-73.936365,111,8,1052986,1016890005,188,MN1102,"(40.797302, -73.936365)"
I.S. 246 - BROOKLYN,K,17,CHILLER REPLACEMENT @ K246 / FIRE ALARM SYSTEM / BMS UPGRADE,14922000,CIP,K246,72 VERONICA PLACE,Brooklyn,11212,BROOKLYN,40.658295,-73.920109,317,41,3101840,3046690037,886,BK1704,"(40.658295, -73.920109)"
P.S. 29 - STATEN ISLAND,R,31,EXTERIOR MASONRY / PARAPETS / ROOFS,4917600,CIP,R029,1581 VICTORY BOULEVARD,Staten Island,10301,STATEN IS,40.641595,-74.085135,501,49,5001150,5000490182,9,SI0101,"(40.641595, -74.085135)"
P.S. 130 - BRONX,X,8,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,5273474.75,CIP,X130,750 PROSPECT AVENUE,Bronx,10457,BRONX,40.854515,-73.896703,205,15,2013307,2031430043,379,BX0502,"(40.854515, -73.896703)"
M.S./H.S. 342 - BRONX,X,10,FIRE SPRINKLER SYSTEM,1957.48,CIP,X430,2780 RESERVOIR AVENUE,Bronx,10475,BRONX,40.874088,-73.833904,210,12,2116159,2051410150,46205,BX1004,"(40.874088, -73.833904)"
P.S. 183 - MANHATTAN,M,2,FY19 RESO A SUPPLEMENTAL COOLING,388000,CIP,M183,419 EAST 66 STREET,Manhattan,10009,MANHATTAN,40.719598,-73.977904,103,2,1004349,1003560100,20,MN0303,"(40.719598, -73.977904)"
P.S. 91 - BROOKLYN,K,17,ELECTRICAL SYSTEM UPGRADE / FLOOD ELIMINATION / WINDOWS / EXTERIOR MASONRY / PARAPETS / ROOFS,13391000,CIP,K091,532 ALBANY AVENUE,Brooklyn,11223,BROOKLYN,40.595698,-73.97518,315,44,3192661,3071230066,398,BK1501,"(40.595698, -73.97518)"
P.S. 208 - BROOKLYN,K,18,COVID VENTILATION / COVID FIRE ALARM SYSTEM / COVID CLIMATE CONTROL,5546000,CIP,K208,4801 AVENUE D,Brooklyn,11235,BROOKLYN,40.586845,-73.96198,313,48,3196224,3072440001,370,BK1301,"(40.586845, -73.96198)"
BROOKLYN TECH HS - K,K,13,LOW VOLTAGE ELECTRICAL SYSTEM / KITCHEN FIRE SUPRESSION SYSTEM,4291000,CIP,K430,29 FT GREENE PLACE,Brooklyn,11208,BROOKLYN,40.658428,-73.873063,305,42,3098292,3044510001,107001,BK0504,"(40.658428, -73.873063)"
P.S. 4 - BRONX,X,9,RNWL SBHC / RNWL SBHC- ELECTRICAL UPGRADE / STH SBHC- MENTAL HEALTH SUITE,6248000,CIP,X004,1701 FULTON AVENUE,Bronx,10458,BRONX,40.857067,-73.898936,205,15,2013561,2031500010,38301,BX0503,"(40.857067, -73.898936)"
P.S. 414 - BROOKLYN,K,14,PATH OF TRAVEL PLAYGROUND UPGRADE / FY22 RESO A PLAYGROUND UPGRADE / EXTERIOR MASONRY / WINDOWS / PARAPETS / ROOFS / SITE WORK / FLOOD ELIMINATION,27500000,CIP,K019,325 SOUTH 3 STREET,Brooklyn,11233,BROOKLYN,40.680724,-73.926597,303,36,3047914,3016920017,381,BK0302,"(40.680724, -73.926597)"
SCHOOL FOR COOPERATIVE TECHNICAL EDUCATION,M,4,EXTERIOR MASONRY- PERMANENT FIX / PARAPETS,3837000,CIP,M646,321 EAST 96 STREET,Manhattan,10033,MANHATTAN,40.848925,-73.931028,112,10,1063699,1021550006,269,MN1202,"(40.848925, -73.931028)"
P.S. 209 - QUEENS,Q,25,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY / PLAYGROUND,15800000,CIP,Q209,16-10 UTOPIA PARKWAY,Queens,11354,QUEENS,40.770387,-73.828617,407,20,4100846,4044130020,88902,QN0707,"(40.770387, -73.828617)"
P.S. 177 - BROOKLYN,K,21,COVID VENTILATION,3800000,CIP,K177,346 AVENUE P,Brooklyn,11204,BROOKLYN,40.627029,-73.989672,312,44,3130809,3054920001,470,BK1202,"(40.627029, -73.989672)"
HS FOR ARTS & TECHNOLOGY - M,M,3,AUDITORIUM FIRE SAFETY SYSTEM UPGRADE,1495000,CIP,M490,122 AMSTERDAM AVENUE,Manhattan,10029,MANHATTAN,40.790543,-73.944356,111,8,1075643,1016540033,170,MN1101,"(40.790543, -73.944356)"
P.S. 123 - QUEENS,Q,27,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS,23910000,CIP,Q123,145-01 119 AVENUE,Queens,11420,QUEENS,40.665058,-73.811701,410,28,4257530,4118820001,84602,QN1001,"(40.665058, -73.811701)"
P.S. 60 - STATEN ISLAND,R,31,LSP REPLACE UNIVENTS,355900,CIP,R060,55 MERRILL AVENUE,Staten Island,10314,STATEN IS,40.591468,-74.156705,502,51,5037541,5023660073,27705,SI0204,"(40.591468, -74.156705)"
P.S. 136 - QUEENS,Q,29,IPDVS INSTALLATIONS / IPDVS INSTALLATIONS,402000,CIP,Q136,201-15 115 AVENUE,Queens,11422,QUEENS,40.659728,-73.735176,413,31,4288640,4135780001,660,QN1307,"(40.659728, -73.735176)"
BRONXDALE HIGH SCHOOL - BRONX,X,11,FY24 RESO A KITCHEN UPGRADE / PATH OF TRAVEL RESO A KITCHEN UPGRADE,535000,CIP,X415,925 ASTOR AVENUE,Bronx,10467,BRONX,40.875953,-73.86197,212,12,2057045,2046330040,372,BX1201,"(40.875953, -73.86197)"
P.S. 155 - MANHATTAN,M,4,IPDVS CAMERA INSTALLATION / IPDVS CAMERA INSTALLATION,391000,CIP,M155,319 EAST 117 STREET,Manhattan,10025,MANHATTAN,40.802917,-73.965613,107,7,1056676,1018800013,195,MN0703,"(40.802917, -73.965613)"
P.S. 90 - QUEENS,Q,27,FIRE ALARM SYSTEM REPLACEMENT / VENTILATION,8305000,CIP,Q090,86-50 109 STREET,Queens,11432,QUEENS,40.710624,-73.783423,412,23,4446042,4099140001,468,QN1201,"(40.710624, -73.783423)"
STUYVESANT HS - MANHATTAN,M,2,COOLING TOWER REPLACEMENT / VENTILATION / LOW VOLTAGE ELECTRICAL SYSTEM / BMS UPGRADE,11156000,CIP,M477,345 CHAMBERS STREET,Manhattan,10065,MANHATTAN,40.765359,-73.960059,108,5,1083343,1014420001,118,MN0801,"(40.765359, -73.960059)"
P.S. 87 - QUEENS,Q,24,FY19 RESO A CAFETERIA / MULTIPURPOSE ROOM UPGRADE,1300000,CIP,Q087,67-54 80 STREET,Queens,11418,QUEENS,40.697033,-73.839213,409,29,4192167,4092040028,128,QN0902,"(40.697033, -73.839213)"
P.S. 183 - MANHATTAN,M,2,IPDVS INSTALLATIONS / IPDVS CAMERA INSTALLATION / NYS IPDVS NEW INSTALLATION,565000,CIP,M183,419 EAST 66 STREET,Manhattan,10009,MANHATTAN,40.719598,-73.977904,103,2,1004349,1003560100,20,MN0303,"(40.719598, -73.977904)"
M.S. 363 - BRONX,X,10,SWIMMING POOL / EXTERIOR MASONRY @ X115 / WINDOWS / GYM FLOOR REPLACEMENT,7824000,CIP,X115,120 EAST 184 STREET,Bronx,10472,BRONX,40.828518,-73.856569,209,18,2025696,2037890021,4001,BX0903,"(40.828518, -73.856569)"
P.S. 31 - QUEENS,Q,26,CHIMNEY LINER REPLACEMENT / PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL / REINFORCING SUPPORT ELEMENTS / EXTERIOR MASONRY / ROOFS / PARAPETS,14330000,CIP,Q031,211-45 46 ROAD,Queens,11412,QUEENS,40.690828,-73.763907,412,27,4268900,4124390032,366,QN1205,"(40.690828, -73.763907)"
